	Alligator	Gavialis	Acanthisitta	Bombycilla	Regulus	Fringilla	Passer	Ploceus	Vidua	Sylvia	Turdus	Picathartes	Corvus	Malurus	Climacteris	Menura	Dendrocolaptes	Scytalopus	Grallaria	Thamnophilus	Mionectes	Tyrannus	Pipra	Pitta	Smithornis	Sapayoa	Alisterus	Psittacula	Micropsitta	Chalcopsitta	Platycercus	Psittacus	Cacatua	Daptrius	Falco	Herpetotheres	Micrastur	Cariama	Alcedo	Momotus	Todus	Brachypteracias	Coracias	Merops	Bucco	Galbula	Capito	Megalaima	Dryocopus	Indicator	Bucorvus	Tockus	Phoeniculus	Upupa	Pharomachrus	Trogon	Leptosomus	Colius	Urocolius	Phodilus	Tyto	Speotyto	Strix	Buteo	Gampsonyx	Pandion	Sagittarius	Cathartes	Sarcoramphus	Arenaria	Jacana	Rostratula	Pedionomus	Thinocorus	Dromas	Larus	Turnix	Burhinus	Charadrius	Phegornis	Haematopus	Anhinga	Phalacrocorax	Morus	Fregata	Ardea	Cochlearius	Eudocimus	Balaeniceps	Scopus	Pelecanus	Ciconia	Diomedea	Oceanodroma	Pelecanoides	Puffinus	Oceanites	Eudyptula	Gavia	Corythaeola	Tauraco	Aramus	Grus	Psophia	Heliornis	Sarothrura	Himantornis	Rallus	Centropus	Coua	Coccyzus	Phaenicophaeus	Cuculus	Crotophaga	Geococcyx	Choriotis	Eupodotis	Opisthocomus	Aegotheles	Aerodramus	Streptoprocne	Hemiprocne	Colibri	Phaethornis	Caprimulgus	Eurostopodus	Batrachostomus	Podargus	Nyctibius-br	Nyctibius-gr	Steatornis	Eurypyga	Rhynochetos	Columba	Geotrygon	Treron	Columbina	Otidiphaps	Mesitornis	Monias	Pterocles	Syrrhaptes	Phaethon-le	Phaethon-ru	Phoenicopterus	Podiceps	Alectura	Megapodius	Colinus	Coturnix	Gallus	Rollulus	Numida	Crax	Anas	Aythya	Biziura	Anser	Malacorhynchus	Oxyura	Anseranas	Chauna	Apteryx	Casuarius	Dromaius	Crypturellus	Tinamus	Eudromia	Nothoprocta	Rhea	Struthio
Phoeniculus	0.846198	0.869097	0.39144	0.438509	0.428066	0.427077	0.431613	0.410703	0.415254	0.427781	0.435012	0.412562	0.396626	0.426232	0.407687	0.383418	0.40424	0.403835	0.402698	0.40198	0.403655	0.407757	0.391864	0.426323	0.401223	0.408513	0.36016	0.357442	0.366957	0.367782	0.36357	0.366885	0.349643	0.310857	0.327482	0.296195	0.298606	0.294994	0.376553	0.339943	0.342601	0.317917	0.317298	0.343782	0.357154	0.353637	0.401699	0.41075	0.376796	0.371826	0.29167	0.328193	0	0.197213	0.339442	0.340322	0.302922	0.36815	0.375569	0.298677	0.301439	0.318583	0.295486	0.282475	0.303519	0.288802	0.288422	0.265433	0.264401	0.326432	0.366857	0.362536	0.358534	0.368081	0.305334	0.31256	0.453627	0.295767	0.307909	0.306507	0.297517	0.316071	0.327552	0.303072	0.289844	0.312819	0.308792	0.305091	0.294916	0.316292	0.305505	0.289776	0.279457	0.289009	0.295711	0.287086	0.297604	0.292736	0.292987	0.322978	0.328029	0.323982	0.317484	0.341778	0.402341	0.419508	0.389241	0.388285	0.412357	0.379474	0.403678	0.389424	0.383222	0.373204	0.383016	0.328829	0.330906	0.327395	0.355663	0.370915	0.355475	0.356079	0.399681	0.402375	0.329076	0.3256	0.337837	0.330431	0.311237	0.304406	0.322301	0.359664	0.355151	0.369217	0.368709	0.361935	0.365773	0.351033	0.353264	0.352786	0.344292	0.342115	0.320251	0.319931	0.297486	0.331681	0.459071	0.457957	0.544381	0.536135	0.506081	0.527849	0.481024	0.463133	0.441592	0.440898	0.439917	0.427744	0.448272	0.43965	0.392828	0.393516	0.457922	0.46507	0.469055	0.587224	0.568934	0.598262	0.59435	0.49888	0.47266
Upupa	0.847063	0.869962	0.392305	0.439374	0.428931	0.427942	0.432478	0.411568	0.416119	0.428646	0.435877	0.413427	0.397491	0.427097	0.408552	0.384283	0.405105	0.4047	0.403563	0.402845	0.40452	0.408622	0.392729	0.427188	0.402088	0.409378	0.361025	0.358307	0.367822	0.368647	0.364435	0.36775	0.350508	0.311722	0.328347	0.29706	0.299471	0.295859	0.377418	0.340808	0.343466	0.318782	0.318163	0.344647	0.358019	0.354502	0.402564	0.411615	0.377661	0.372691	0.292535	0.329058	0.197213	0	0.340307	0.341187	0.303787	0.369015	0.376434	0.299542	0.302304	0.319448	0.296351	0.28334	0.304384	0.289667	0.289287	0.266298	0.265266	0.327297	0.367722	0.363401	0.359399	0.368946	0.306199	0.313425	0.454492	0.296632	0.308774	0.307372	0.298382	0.316936	0.328417	0.303937	0.290709	0.313684	0.309657	0.305956	0.295781	0.317157	0.30637	0.290641	0.280322	0.289874	0.296576	0.287951	0.298469	0.293601	0.293852	0.323843	0.328894	0.324847	0.318349	0.342643	0.403206	0.420373	0.390106	0.38915	0.413222	0.380339	0.404543	0.390289	0.384087	0.374069	0.383881	0.329694	0.331771	0.32826	0.356528	0.37178	0.35634	0.356944	0.400546	0.40324	0.329941	0.326465	0.338702	0.331296	0.312102	0.305271	0.323166	0.360529	0.356016	0.370082	0.369574	0.3628	0.366638	0.351898	0.354129	0.353651	0.345157	0.34298	0.321116	0.320796	0.298351	0.332546	0.459936	0.458822	0.545246	0.537	0.506946	0.528714	0.481889	0.463998	0.442457	0.441763	0.440782	0.428609	0.449137	0.440515	0.393693	0.394381	0.458787	0.465935	0.46992	0.588089	0.569799	0.599127	0.595215	0.499745	0.473525
Pharomachrus	0.744704	0.767603	0.289946	0.337015	0.326572	0.325583	0.330119	0.309209	0.31376	0.326287	0.333518	0.311068	0.295132	0.324738	0.306193	0.281924	0.302746	0.302341	0.301204	0.300486	0.302161	0.306263	0.29037	0.324829	0.299729	0.307019	0.258666	0.255948	0.265463	0.266288	0.262076	0.265391	0.248149	0.209363	0.225988	0.194701	0.197112	0.1935	0.288033	0.251423	0.254081	0.229397	0.228778	0.255262	0.268634	0.265117	0.313179	0.32223	0.288276	0.283306	0.23469	0.271213	0.339442	0.340307	0	0.064844	0.201428	0.266656	0.274075	0.197183	0.199945	0.217089	0.193992	0.180981	0.202025	0.187308	0.186928	0.163939	0.162907	0.224938	0.265363	0.261042	0.25704	0.266587	0.20384	0.211066	0.352133	0.194273	0.206415	0.205013	0.196023	0.214577	0.226058	0.201578	0.18835	0.211325	0.207298	0.203597	0.193422	0.214798	0.204011	0.188282	0.177963	0.187515	0.194217	0.185592	0.19611	0.191242	0.191493	0.221484	0.226535	0.222488	0.21599	0.240284	0.300847	0.318014	0.287747	0.286791	0.310863	0.27798	0.302184	0.28793	0.281728	0.27171	0.281522	0.227335	0.229412	0.225901	0.254169	0.269421	0.253981	0.254585	0.298187	0.300881	0.227582	0.224106	0.236343	0.228937	0.209743	0.202912	0.220807	0.25817	0.253657	0.267723	0.267215	0.260441	0.264279	0.249539	0.25177	0.251292	0.242798	0.240621	0.218757	0.218437	0.195992	0.230187	0.357577	0.356463	0.442887	0.434641	0.404587	0.426355	0.37953	0.361639	0.340098	0.339404	0.338423	0.32625	0.346778	0.338156	0.291334	0.292022	0.356428	0.363576	0.367561	0.48573	0.46744	0.496768	0.492856	0.397386	0.371166
Trogon	0.745584	0.768483	0.290826	0.337895	0.327452	0.326463	0.330999	0.310089	0.31464	0.327167	0.334398	0.311948	0.296012	0.325618	0.307073	0.282804	0.303626	0.303221	0.302084	0.301366	0.303041	0.307143	0.29125	0.325709	0.300609	0.307899	0.259546	0.256828	0.266343	0.267168	0.262956	0.266271	0.249029	0.210243	0.226868	0.195581	0.197992	0.19438	0.288913	0.252303	0.254961	0.230277	0.229658	0.256142	0.269514	0.265997	0.314059	0.32311	0.289156	0.284186	0.23557	0.272093	0.340322	0.341187	0.064844	0	0.202308	0.267536	0.274955	0.198063	0.200825	0.217969	0.194872	0.181861	0.202905	0.188188	0.187808	0.164819	0.163787	0.225818	0.266243	0.261922	0.25792	0.267467	0.20472	0.211946	0.353013	0.195153	0.207295	0.205893	0.196903	0.215457	0.226938	0.202458	0.18923	0.212205	0.208178	0.204477	0.194302	0.215678	0.204891	0.189162	0.178843	0.188395	0.195097	0.186472	0.19699	0.192122	0.192373	0.222364	0.227415	0.223368	0.21687	0.241164	0.301727	0.318894	0.288627	0.287671	0.311743	0.27886	0.303064	0.28881	0.282608	0.27259	0.282402	0.228215	0.230292	0.226781	0.255049	0.270301	0.254861	0.255465	0.299067	0.301761	0.228462	0.224986	0.237223	0.229817	0.210623	0.203792	0.221687	0.25905	0.254537	0.268603	0.268095	0.261321	0.265159	0.250419	0.25265	0.252172	0.243678	0.241501	0.219637	0.219317	0.196872	0.231067	0.358457	0.357343	0.443767	0.435521	0.405467	0.427235	0.38041	0.362519	0.340978	0.340284	0.339303	0.32713	0.347658	0.339036	0.292214	0.292902	0.357308	0.364456	0.368441	0.48661	0.46832	0.497648	0.493736	0.398266	0.372046
Leptosomus	0.705464	0.728363	0.250706	0.297775	0.287332	0.286343	0.290879	0.269969	0.27452	0.287047	0.294278	0.271828	0.255892	0.285498	0.266953	0.242684	0.263506	0.263101	0.261964	0.261246	0.262921	0.267023	0.25113	0.285589	0.260489	0.267779	0.219426	0.216708	0.226223	0.227048	0.222836	0.226151	0.208909	0.170123	0.186748	0.155461	0.157872	0.15426	0.251513	0.214903	0.217561	0.192877	0.192258	0.218742	0.232114	0.228597	0.276659	0.28571	0.251756	0.246786	0.19817	0.234693	0.302922	0.303787	0.201428	0.202308	0	0.227416	0.234835	0.157943	0.160705	0.177849	0.154752	0.141741	0.162785	0.148068	0.147688	0.124699	0.123667	0.185698	0.226123	0.221802	0.2178	0.227347	0.1646	0.171826	0.312893	0.155033	0.167175	0.165773	0.156783	0.175337	0.186818	0.162338	0.14911	0.172085	0.168058	0.164357	0.154182	0.175558	0.164771	0.149042	0.138723	0.148275	0.154977	0.146352	0.15687	0.152002	0.152253	0.182244	0.187295	0.183248	0.17675	0.201044	0.261607	0.278774	0.248507	0.247551	0.271623	0.23874	0.262944	0.24869	0.242488	0.23247	0.242282	0.188095	0.190172	0.186661	0.214929	0.230181	0.214741	0.215345	0.258947	0.261641	0.188342	0.184866	0.197103	0.189697	0.170503	0.163672	0.181567	0.21893	0.214417	0.228483	0.227975	0.221201	0.225039	0.210299	0.21253	0.212052	0.203558	0.201381	0.179517	0.179197	0.156752	0.190947	0.318337	0.317223	0.403647	0.395401	0.365347	0.387115	0.34029	0.322399	0.300858	0.300164	0.299183	0.28701	0.307538	0.298916	0.252094	0.252782	0.317188	0.324336	0.328321	0.44649	0.4282	0.457528	0.453616	0.358146	0.331926
Colius	0.764306	0.787205	0.309548	0.356617	0.346174	0.345185	0.349721	0.328811	0.333362	0.345889	0.35312	0.33067	0.314734	0.34434	0.325795	0.301526	0.322348	0.321943	0.320806	0.320088	0.321763	0.325865	0.309972	0.344431	0.319331	0.326621	0.278268	0.27555	0.285065	0.28589	0.281678	0.284993	0.267751	0.228965	0.24559	0.214303	0.216714	0.213102	0.316741	0.280131	0.282789	0.258105	0.257486	0.28397	0.297342	0.293825	0.341887	0.350938	0.316984	0.312014	0.263398	0.299921	0.36815	0.369015	0.266656	0.267536	0.227416	0	0.081115	0.213621	0.216383	0.233527	0.21043	0.200583	0.221627	0.20691	0.20653	0.183541	0.182509	0.24454	0.284965	0.280644	0.276642	0.286189	0.223442	0.230668	0.371735	0.213875	0.226017	0.224615	0.215625	0.234179	0.24566	0.22118	0.207952	0.230927	0.2269	0.223199	0.213024	0.2344	0.223613	0.207884	0.197565	0.207117	0.213819	0.205194	0.215712	0.210844	0.211095	0.241086	0.246137	0.24209	0.235592	0.259886	0.320449	0.337616	0.307349	0.306393	0.330465	0.297582	0.321786	0.307532	0.30133	0.291312	0.301124	0.246937	0.249014	0.245503	0.273771	0.289023	0.273583	0.274187	0.317789	0.320483	0.247184	0.243708	0.255945	0.248539	0.229345	0.222514	0.240409	0.277772	0.273259	0.287325	0.286817	0.280043	0.283881	0.269141	0.271372	0.270894	0.2624	0.260223	0.238359	0.238039	0.215594	0.249789	0.377179	0.376065	0.462489	0.454243	0.424189	0.445957	0.399132	0.381241	0.3597	0.359006	0.358025	0.345852	0.36638	0.357758	0.310936	0.311624	0.37603	0.383178	0.387163	0.505332	0.487042	0.51637	0.512458	0.416988	0.390768
Urocolius	0.771725	0.794624	0.316967	0.364036	0.353593	0.352604	0.35714	0.33623	0.340781	0.353308	0.360539	0.338089	0.322153	0.351759	0.333214	0.308945	0.329767	0.329362	0.328225	0.327507	0.329182	0.333284	0.317391	0.35185	0.32675	0.33404	0.285687	0.282969	0.292484	0.293309	0.289097	0.292412	0.27517	0.236384	0.253009	0.221722	0.224133	0.220521	0.32416	0.28755	0.290208	0.265524	0.264905	0.291389	0.304761	0.301244	0.349306	0.358357	0.324403	0.319433	0.270817	0.30734	0.375569	0.376434	0.274075	0.274955	0.234835	0.081115	0	0.22104	0.223802	0.240946	0.217849	0.208002	0.229046	0.214329	0.213949	0.19096	0.189928	0.251959	0.292384	0.288063	0.284061	0.293608	0.230861	0.238087	0.379154	0.221294	0.233436	0.232034	0.223044	0.241598	0.253079	0.228599	0.215371	0.238346	0.234319	0.230618	0.220443	0.241819	0.231032	0.215303	0.204984	0.214536	0.221238	0.212613	0.223131	0.218263	0.218514	0.248505	0.253556	0.249509	0.243011	0.267305	0.327868	0.345035	0.314768	0.313812	0.337884	0.305001	0.329205	0.314951	0.308749	0.298731	0.308543	0.254356	0.256433	0.252922	0.28119	0.296442	0.281002	0.281606	0.325208	0.327902	0.254603	0.251127	0.263364	0.255958	0.236764	0.229933	0.247828	0.285191	0.280678	0.294744	0.294236	0.287462	0.2913	0.27656	0.278791	0.278313	0.269819	0.267642	0.245778	0.245458	0.223013	0.257208	0.384598	0.383484	0.469908	0.461662	0.431608	0.453376	0.406551	0.38866	0.367119	0.366425	0.365444	0.353271	0.373799	0.365177	0.318355	0.319043	0.383449	0.390597	0.394582	0.512751	0.494461	0.523789	0.519877	0.424407	0.398187
Phodilus	0.694833	0.717732	0.240075	0.287144	0.276701	0.275712	0.280248	0.259338	0.263889	0.276416	0.283647	0.261197	0.245261	0.274867	0.256322	0.232053	0.252875	0.25247	0.251333	0.250615	0.25229	0.256392	0.240499	0.274958	0.249858	0.257148	0.208795	0.206077	0.215592	0.216417	0.212205	0.21552	0.198278	0.159492	0.176117	0.14483	0.147241	0.143629	0.247268	0.210658	0.213316	0.188632	0.188013	0.214497	0.227869	0.224352	0.272414	0.281465	0.247511	0.242541	0.193925	0.230448	0.298677	0.299542	0.197183	0.198063	0.157943	0.213621	0.22104	0	0.04658	0.14141	0.118313	0.13111	0.152154	0.137437	0.137057	0.114068	0.113036	0.175067	0.215492	0.211171	0.207169	0.216716	0.153969	0.161195	0.302262	0.144402	0.156544	0.155142	0.146152	0.164706	0.176187	0.151707	0.138479	0.161454	0.157427	0.153726	0.143551	0.164927	0.15414	0.138411	0.128092	0.137644	0.144346	0.135721	0.146239	0.141371	0.141622	0.171613	0.176664	0.172617	0.166119	0.190413	0.250976	0.268143	0.237876	0.23692	0.260992	0.228109	0.252313	0.238059	0.231857	0.221839	0.231651	0.177464	0.179541	0.17603	0.204298	0.21955	0.20411	0.204714	0.248316	0.25101	0.177711	0.174235	0.186472	0.179066	0.159872	0.153041	0.170936	0.208299	0.203786	0.217852	0.217344	0.21057	0.214408	0.199668	0.201899	0.201421	0.192927	0.19075	0.168886	0.168566	0.146121	0.180316	0.307706	0.306592	0.393016	0.38477	0.354716	0.376484	0.329659	0.311768	0.290227	0.289533	0.288552	0.276379	0.296907	0.288285	0.241463	0.242151	0.306557	0.313705	0.31769	0.435859	0.417569	0.446897	0.442985	0.347515	0.321295
Tyto	0.697595	0.720494	0.242837	0.289906	0.279463	0.278474	0.28301	0.2621	0.266651	0.279178	0.286409	0.263959	0.248023	0.277629	0.259084	0.234815	0.255637	0.255232	0.254095	0.253377	0.255052	0.259154	0.243261	0.27772	0.25262	0.25991	0.211557	0.208839	0.218354	0.219179	0.214967	0.218282	0.20104	0.162254	0.178879	0.147592	0.150003	0.146391	0.25003	0.21342	0.216078	0.191394	0.190775	0.217259	0.230631	0.227114	0.275176	0.284227	0.250273	0.245303	0.196687	0.23321	0.301439	0.302304	0.199945	0.200825	0.160705	0.216383	0.223802	0.04658	0	0.144172	0.121075	0.133872	0.154916	0.140199	0.139819	0.11683	0.115798	0.177829	0.218254	0.213933	0.209931	0.219478	0.156731	0.163957	0.305024	0.147164	0.159306	0.157904	0.148914	0.167468	0.178949	0.154469	0.141241	0.164216	0.160189	0.156488	0.146313	0.167689	0.156902	0.141173	0.130854	0.140406	0.147108	0.138483	0.149001	0.144133	0.144384	0.174375	0.179426	0.175379	0.168881	0.193175	0.253738	0.270905	0.240638	0.239682	0.263754	0.230871	0.255075	0.240821	0.234619	0.224601	0.234413	0.180226	0.182303	0.178792	0.20706	0.222312	0.206872	0.207476	0.251078	0.253772	0.180473	0.176997	0.189234	0.181828	0.162634	0.155803	0.173698	0.211061	0.206548	0.220614	0.220106	0.213332	0.21717	0.20243	0.204661	0.204183	0.195689	0.193512	0.171648	0.171328	0.148883	0.183078	0.310468	0.309354	0.395778	0.387532	0.357478	0.379246	0.332421	0.31453	0.292989	0.292295	0.291314	0.279141	0.299669	0.291047	0.244225	0.244913	0.309319	0.316467	0.320452	0.438621	0.420331	0.449659	0.445747	0.350277	0.324057
Speotyto	0.714739	0.737638	0.259981	0.30705	0.296607	0.295618	0.300154	0.279244	0.283795	0.296322	0.303553	0.281103	0.265167	0.294773	0.276228	0.251959	0.272781	0.272376	0.271239	0.270521	0.272196	0.276298	0.260405	0.294864	0.269764	0.277054	0.228701	0.225983	0.235498	0.236323	0.232111	0.235426	0.218184	0.179398	0.196023	0.164736	0.167147	0.163535	0.267174	0.230564	0.233222	0.208538	0.207919	0.234403	0.247775	0.244258	0.29232	0.301371	0.267417	0.262447	0.213831	0.250354	0.318583	0.319448	0.217089	0.217969	0.177849	0.233527	0.240946	0.14141	0.144172	0	0.062209	0.151016	0.17206	0.157343	0.156963	0.133974	0.132942	0.194973	0.235398	0.231077	0.227075	0.236622	0.173875	0.181101	0.322168	0.164308	0.17645	0.175048	0.166058	0.184612	0.196093	0.171613	0.158385	0.18136	0.177333	0.173632	0.163457	0.184833	0.174046	0.158317	0.147998	0.15755	0.164252	0.155627	0.166145	0.161277	0.161528	0.191519	0.19657	0.192523	0.186025	0.210319	0.270882	0.288049	0.257782	0.256826	0.280898	0.248015	0.272219	0.257965	0.251763	0.241745	0.251557	0.19737	0.199447	0.195936	0.224204	0.239456	0.224016	0.22462	0.268222	0.270916	0.197617	0.194141	0.206378	0.198972	0.179778	0.172947	0.190842	0.228205	0.223692	0.237758	0.23725	0.230476	0.234314	0.219574	0.221805	0.221327	0.212833	0.210656	0.188792	0.188472	0.166027	0.200222	0.327612	0.326498	0.412922	0.404676	0.374622	0.39639	0.349565	0.331674	0.310133	0.309439	0.308458	0.296285	0.316813	0.308191	0.261369	0.262057	0.326463	0.333611	0.337596	0.455765	0.437475	0.466803	0.462891	0.367421	0.341201
Strix	0.691642	0.714541	0.236884	0.283953	0.27351	0.272521	0.277057	0.256147	0.260698	0.273225	0.280456	0.258006	0.24207	0.271676	0.253131	0.228862	0.249684	0.249279	0.248142	0.247424	0.249099	0.253201	0.237308	0.271767	0.246667	0.253957	0.205604	0.202886	0.212401	0.213226	0.209014	0.212329	0.195087	0.156301	0.172926	0.141639	0.14405	0.140438	0.244077	0.207467	0.210125	0.185441	0.184822	0.211306	0.224678	0.221161	0.269223	0.278274	0.24432	0.23935	0.190734	0.227257	0.295486	0.296351	0.193992	0.194872	0.154752	0.21043	0.217849	0.118313	0.121075	0.062209	0	0.127919	0.148963	0.134246	0.133866	0.110877	0.109845	0.171876	0.212301	0.20798	0.203978	0.213525	0.150778	0.158004	0.299071	0.141211	0.153353	0.151951	0.142961	0.161515	0.172996	0.148516	0.135288	0.158263	0.154236	0.150535	0.14036	0.161736	0.150949	0.13522	0.124901	0.134453	0.141155	0.13253	0.143048	0.13818	0.138431	0.168422	0.173473	0.169426	0.162928	0.187222	0.247785	0.264952	0.234685	0.233729	0.257801	0.224918	0.249122	0.234868	0.228666	0.218648	0.22846	0.174273	0.17635	0.172839	0.201107	0.216359	0.200919	0.201523	0.245125	0.247819	0.17452	0.171044	0.183281	0.175875	0.156681	0.14985	0.167745	0.205108	0.200595	0.214661	0.214153	0.207379	0.211217	0.196477	0.198708	0.19823	0.189736	0.187559	0.165695	0.165375	0.14293	0.177125	0.304515	0.303401	0.389825	0.381579	0.351525	0.373293	0.326468	0.308577	0.287036	0.286342	0.285361	0.273188	0.293716	0.285094	0.238272	0.23896	0.303366	0.310514	0.314499	0.432668	0.414378	0.443706	0.439794	0.344324	0.318104
Buteo	0.674853	0.697752	0.220095	0.267164	0.256721	0.255732	0.260268	0.239358	0.243909	0.256436	0.263667	0.241217	0.225281	0.254887	0.236342	0.212073	0.232895	0.23249	0.231353	0.230635	0.23231	0.236412	0.220519	0.254978	0.229878	0.237168	0.188815	0.186097	0.195612	0.196437	0.192225	0.19554	0.178298	0.139512	0.156137	0.12485	0.127261	0.123649	0.231066	0.194456	0.197114	0.17243	0.171811	0.198295	0.211667	0.20815	0.256212	0.265263	0.231309	0.226339	0.177723	0.214246	0.282475	0.28334	0.180981	0.181861	0.141741	0.200583	0.208002	0.13111	0.133872	0.151016	0.127919	0	0.07398	0.071753	0.091179	0.091254	0.090222	0.155087	0.195512	0.191191	0.187189	0.196736	0.133989	0.141215	0.282282	0.124422	0.136564	0.135162	0.126172	0.144726	0.156207	0.131727	0.118499	0.141474	0.137447	0.133746	0.123571	0.144947	0.13416	0.118431	0.108112	0.117664	0.124366	0.115741	0.126259	0.121391	0.121642	0.151633	0.156684	0.152637	0.146139	0.170433	0.230996	0.248163	0.217896	0.21694	0.241012	0.208129	0.232333	0.218079	0.211877	0.201859	0.211671	0.157484	0.159561	0.15605	0.184318	0.19957	0.18413	0.184734	0.228336	0.23103	0.157731	0.154255	0.166492	0.159086	0.139892	0.133061	0.150956	0.188319	0.183806	0.197872	0.197364	0.19059	0.194428	0.179688	0.181919	0.181441	0.172947	0.17077	0.148906	0.148586	0.126141	0.160336	0.287726	0.286612	0.373036	0.36479	0.334736	0.356504	0.309679	0.291788	0.270247	0.269553	0.268572	0.256399	0.276927	0.268305	0.221483	0.222171	0.286577	0.293725	0.29771	0.415879	0.397589	0.426917	0.423005	0.327535	0.301315
Gampsonyx	0.695897	0.718796	0.241139	0.288208	0.277765	0.276776	0.281312	0.260402	0.264953	0.27748	0.284711	0.262261	0.246325	0.275931	0.257386	0.233117	0.253939	0.253534	0.252397	0.251679	0.253354	0.257456	0.241563	0.276022	0.250922	0.258212	0.209859	0.207141	0.216656	0.217481	0.213269	0.216584	0.199342	0.160556	0.177181	0.145894	0.148305	0.144693	0.25211	0.2155	0.218158	0.193474	0.192855	0.219339	0.232711	0.229194	0.277256	0.286307	0.252353	0.247383	0.198767	0.23529	0.303519	0.304384	0.202025	0.202905	0.162785	0.221627	0.229046	0.152154	0.154916	0.17206	0.148963	0.07398	0	0.092797	0.112223	0.112298	0.111266	0.176131	0.216556	0.212235	0.208233	0.21778	0.155033	0.162259	0.303326	0.145466	0.157608	0.156206	0.147216	0.16577	0.177251	0.152771	0.139543	0.162518	0.158491	0.15479	0.144615	0.165991	0.155204	0.139475	0.129156	0.138708	0.14541	0.136785	0.147303	0.142435	0.142686	0.172677	0.177728	0.173681	0.167183	0.191477	0.25204	0.269207	0.23894	0.237984	0.262056	0.229173	0.253377	0.239123	0.232921	0.222903	0.232715	0.178528	0.180605	0.177094	0.205362	0.220614	0.205174	0.205778	0.24938	0.252074	0.178775	0.175299	0.187536	0.18013	0.160936	0.154105	0.172	0.209363	0.20485	0.218916	0.218408	0.211634	0.215472	0.200732	0.202963	0.202485	0.193991	0.191814	0.16995	0.16963	0.147185	0.18138	0.30877	0.307656	0.39408	0.385834	0.35578	0.377548	0.330723	0.312832	0.291291	0.290597	0.289616	0.277443	0.297971	0.289349	0.242527	0.243215	0.307621	0.314769	0.318754	0.436923	0.418633	0.447961	0.444049	0.348579	0.322359
Pandion	0.68118	0.704079	0.226422	0.273491	0.263048	0.262059	0.266595	0.245685	0.250236	0.262763	0.269994	0.247544	0.231608	0.261214	0.242669	0.2184	0.239222	0.238817	0.23768	0.236962	0.238637	0.242739	0.226846	0.261305	0.236205	0.243495	0.195142	0.192424	0.201939	0.202764	0.198552	0.201867	0.184625	0.145839	0.162464	0.131177	0.133588	0.129976	0.237393	0.200783	0.203441	0.178757	0.178138	0.204622	0.217994	0.214477	0.262539	0.27159	0.237636	0.232666	0.18405	0.220573	0.288802	0.289667	0.187308	0.188188	0.148068	0.20691	0.214329	0.137437	0.140199	0.157343	0.134246	0.071753	0.092797	0	0.097506	0.097581	0.096549	0.161414	0.201839	0.197518	0.193516	0.203063	0.140316	0.147542	0.288609	0.130749	0.142891	0.141489	0.132499	0.151053	0.162534	0.138054	0.124826	0.147801	0.143774	0.140073	0.129898	0.151274	0.140487	0.124758	0.114439	0.123991	0.130693	0.122068	0.132586	0.127718	0.127969	0.15796	0.163011	0.158964	0.152466	0.17676	0.237323	0.25449	0.224223	0.223267	0.247339	0.214456	0.23866	0.224406	0.218204	0.208186	0.217998	0.163811	0.165888	0.162377	0.190645	0.205897	0.190457	0.191061	0.234663	0.237357	0.164058	0.160582	0.172819	0.165413	0.146219	0.139388	0.157283	0.194646	0.190133	0.204199	0.203691	0.196917	0.200755	0.186015	0.188246	0.187768	0.179274	0.177097	0.155233	0.154913	0.132468	0.166663	0.294053	0.292939	0.379363	0.371117	0.341063	0.362831	0.316006	0.298115	0.276574	0.27588	0.274899	0.262726	0.283254	0.274632	0.22781	0.228498	0.292904	0.300052	0.304037	0.422206	0.403916	0.433244	0.429332	0.333862	0.307642
Sagittarius	0.6808	0.703699	0.226042	0.273111	0.262668	0.261679	0.266215	0.245305	0.249856	0.262383	0.269614	0.247164	0.231228	0.260834	0.242289	0.21802	0.238842	0.238437	0.2373	0.236582	0.238257	0.242359	0.226466	0.260925	0.235825	0.243115	0.194762	0.192044	0.201559	0.202384	0.198172	0.201487	0.184245	0.145459	0.162084	0.130797	0.133208	0.129596	0.237013	0.200403	0.203061	0.178377	0.177758	0.204242	0.217614	0.214097	0.262159	0.27121	0.237256	0.232286	0.18367	0.220193	0.288422	0.289287	0.186928	0.187808	0.147688	0.20653	0.213949	0.137057	0.139819	0.156963	0.133866	0.091179	0.112223	0.097506	0	0.097201	0.096169	0.161034	0.201459	0.197138	0.193136	0.202683	0.139936	0.147162	0.288229	0.130369	0.142511	0.141109	0.132119	0.150673	0.162154	0.137674	0.124446	0.147421	0.143394	0.139693	0.129518	0.150894	0.140107	0.124378	0.114059	0.123611	0.130313	0.121688	0.132206	0.127338	0.127589	0.15758	0.162631	0.158584	0.152086	0.17638	0.236943	0.25411	0.223843	0.222887	0.246959	0.214076	0.23828	0.224026	0.217824	0.207806	0.217618	0.163431	0.165508	0.161997	0.190265	0.205517	0.190077	0.190681	0.234283	0.236977	0.163678	0.160202	0.172439	0.165033	0.145839	0.139008	0.156903	0.194266	0.189753	0.203819	0.203311	0.196537	0.200375	0.185635	0.187866	0.187388	0.178894	0.176717	0.154853	0.154533	0.132088	0.166283	0.293673	0.292559	0.378983	0.370737	0.340683	0.362451	0.315626	0.297735	0.276194	0.2755	0.274519	0.262346	0.282874	0.274252	0.22743	0.228118	0.292524	0.299672	0.303657	0.421826	0.403536	0.432864	0.428952	0.333482	0.307262
